Transaction ID,Transaction Date,Product Type,SKU,Price,Availability,Number of Products Sold,Revenue Generated,Stock Levels,Lead Times,Order Quantities,Shipping Times,Shipping Carriers,Shipping Costs,Supplier Name,Location,Lead Time,Production Volumes,Manufacturing Lead Time,Manufacturing Costs,Inspection Results,Defect Rates,Transportation Modes,Routes,Total Logistics Cost
TXN04346,2022-02-14,cosmetics,SKU92,46.33,75,50,2403.14,69,36,72,4,Carrier B,2.23,Supplier 2,Mumbai,34,683,25,67.76,Pass,0.3988,Rail,Route B,5039.28
TXN00412,2022-02-14,haircare,SKU99,65.33,66,176,11161.85,62,1,42,2,Carrier A,3.87,Supplier 2,Chennai,2,550,1,34.76,Pass,0.3448,Rail,Route B,1622.46
TXN02850,2022-02-14,haircare,SKU78,6.19,71,175,1027.87,97,35,65,2,Carrier A,0.29,Supplier 5,Mumbai,37,461,33,65.61,Fail,11.5349,Sea,Route C,4283.5
TXN03063,2022-02-14,skincare,SKU15,34.77,23,136,4871.08,28,5,62,2,Carrier A,2.38,Supplier 1,Bangalore,6,791,5,104.47,Pass,1.0461,Sea,Route B,6624.7
TXN00729,2022-02-14,skincare,SKU37,23.99,39,124,3373.29,49,17,89,4,Carrier B,1.03,Supplier 3,Kolkata,16,667,16,34.92,Pending,3.7357,Sea,Route A,3199.55
TXN03743,2022-02-14,haircare,SKU74,3.32,67,72,209.32,71,9,87,2,Carrier A,0.18,Supplier 4,Delhi,9,551,10,73.97,Pass,0.8607,Rail,Route A,6451.05
TXN09822,2022-02-14,haircare,SKU12,67.66,97,274,18418.08,117,3,47,3,Carrier B,3.82,Supplier 4,Kolkata,4,652,3,29.42,Fail,4.7708,Road,Route B,1562.28
TXN02275,2022-02-14,haircare,SKU84,86.7,47,103,7789.2,58,39,70,4,Carrier B,3.36,Supplier 5,Chennai,43,661,38,35.41,Fail,14.2421,Air,Route B,2713.9
TXN03921,2022-02-14,haircare,SKU79,59.27,39,317,17309.33,38,15,56,2,Carrier A,2.84,Supplier 3,Bangalore,14,442,12,62.21,Pass,0.2182,Air,Route C,3642.8
TXN04409,2022-02-14,haircare,SKU97,3.48,36,148,482.23,45,16,41,3,Carrier C,0.19,Supplier 4,Mumbai,16,551,19,71.05,Fail,7.558,Road,Route A,2920.84
TXN08421,2022-02-14,cosmetics,SKU17,85.22,100,137,12678.07,97,13,26,4,Carrier B,4.54,Supplier 1,Chennai,15,639,12,49.24,Pass,0.1051,Air,Route C,1398.28
TXN00670,2022-02-14,cosmetics,SKU92,49.68,50,103,4597.28,60,28,67,2,Carrier A,2.42,Supplier 2,Mumbai,28,562,30,58.63,Pass,0.4908,Rail,Route B,4090.35
TXN04758,2022-02-14,skincare,SKU6,4.17,55,303,1187.07,72,29,57,2,Carrier A,0.19,Supplier 3,Kolkata,27,627,28,1.11,Pass,1.2669,Sea,Route A,74.1
TXN02383,2022-02-14,haircare,SKU84,85.3,50,220,21300.61,72,39,82,3,Carrier C,4.3,Supplier 5,Chennai,37,401,36,32.95,Fail,9.2552,Air,Route B,3054.5
TXN03342,2022-02-14,haircare,SKU0,67.82,59,158,10397.04,69,28,21,2,Carrier A,4.36,Supplier 3,Mumbai,29,672,27,49.96,Pass,0.3448,Road,Route B,1140.72
TXN01391,2022-02-14,cosmetics,SKU35,85.99,73,204,17816.59,71,1,44,4,Carrier B,4.05,Supplier 1,Delhi,1,128,1,59.11,Pass,0.4305,Sea,Route C,2779.04
TXN09129,2022-02-14,haircare,SKU97,3.63,63,121,383.83,86,13,72,4,Carrier B,0.19,Supplier 4,Mumbai,13,627,15,68.01,Fail,5.2614,Road,Route A,4910.4
TXN02477,2022-02-14,haircare,SKU70,46.73,53,151,6829.62,49,11,59,2,Carrier A,2.89,Supplier 1,Bangalore,11,525,14,11.17,Pass,1.215,Road,Route C,829.54
TXN05120,2022-02-15,haircare,SKU45,35.93,50,99,3352.84,52,27,30,3,Carrier C,1.6,Supplier 2,Chennai,28,1012,21,71.71,Pass,1.995,Rail,Route A,2199.3
TXN00183,2022-02-15,haircare,SKU24,4.21,53,186,815.0,63,2,30,1,Carrier A,0.24,Supplier 2,Bangalore,2,669,2,43.66,Fail,4.4581,Air,Route A,1317.0
TXN07034,2022-02-15,cosmetics,SKU96,24.26,79,255,6063.77,93,30,70,2,Carrier A,1.61,Supplier 3,Mumbai,30,455,29,19.58,Fail,5.0178,Road,Route A,1483.3
TXN00997,2022-02-15,skincare,SKU6,4.15,54,112,442.84,75,26,100,3,Carrier B,0.16,Supplier 3,Kolkata,27,296,23,1.0,Pass,1.5704,Sea,Route A,116.0
TXN05527,2022-02-15,skincare,SKU63,13.4,86,68,929.07,96,9,39,5,Carrier B,0.47,Supplier 3,Bangalore,9,504,11,18.78,Fail,5.4922,Sea,Route A,750.75
TXN05434,2022-02-15,haircare,SKU22,29.29,63,249,7628.95,65,39,46,2,Carrier A,1.65,Supplier 4,Kolkata,41,363,37,47.6,Fail,4.1454,Rail,Route C,2265.5
TXN08528,2022-02-15,haircare,SKU61,54.8,40,148,7669.32,44,17,47,1,Carrier A,3.3,Supplier 4,Kolkata,18,488,15,73.94,Fail,6.8364,Air,Route A,3630.28
TXN06191,2022-02-15,skincare,SKU47,96.61,93,64,6096.52,87,13,51,2,Carrier A,5.85,Supplier 1,Kolkata,15,397,15,20.41,Pass,0.2415,Rail,Route A,1339.26
TXN07242,2022-02-15,haircare,SKU97,3.66,46,131,499.16,60,19,44,3,Carrier B,0.2,Supplier 4,Mumbai,20,647,14,67.76,Fail,5.2659,Road,Route A,2990.24
TXN01166,2022-02-15,skincare,SKU82,16.5,31,191,3468.35,40,29,52,4,Carrier C,0.85,Supplier 2,Mumbai,32,529,29,4.43,Fail,6.0964,Road,Route C,274.56
TXN03874,2022-02-15,haircare,SKU26,99.59,51,255,21586.49,68,4,41,2,Carrier C,3.49,Supplier 2,Bangalore,4,585,3,17.59,Pending,2.4865,Rail,Route A,864.28
TXN07299,2022-02-15,cosmetics,SKU17,75.98,88,134,10619.89,99,13,75,3,Carrier B,2.83,Supplier 1,Chennai,13,221,12,47.82,Pass,0.0613,Air,Route C,3798.75
TXN03909,2022-02-15,cosmetics,SKU92,46.64,41,174,9191.39,54,37,58,3,Carrier B,2.52,Supplier 2,Mumbai,34,434,26,61.15,Pass,0.218,Rail,Route B,3692.86
TXN06579,2022-02-15,haircare,SKU0,70.64,60,218,16310.69,63,40,60,2,Carrier C,4.25,Supplier 3,Mumbai,39,365,32,45.21,Pass,0.3845,Road,Route B,2967.6
TXN03298,2022-02-16,haircare,SKU76,67.81,52,132,8958.96,64,24,47,3,Carrier C,2.99,Supplier 2,Bangalore,27,238,27,62.95,Pending,2.881,Rail,Route A,3099.18
TXN00585,2022-02-16,cosmetics,SKU85,75.91,68,139,10241.12,66,3,92,2,Carrier A,4.83,Supplier 5,Chennai,3,243,3,67.93,Pass,1.605,Road,Route B,6693.92
TXN04834,2022-02-16,skincare,SKU60,17.36,71,129,2150.71,84,39,49,4,Carrier B,0.85,Supplier 4,Mumbai,37,304,33,88.09,Pending,2.3293,Rail,Route A,4358.06
TXN07730,2022-02-16,haircare,SKU57,49.04,60,155,7083.68,61,25,30,2,Carrier A,2.93,Supplier 2,Delhi,26,168,24,73.87,Pending,2.5787,Rail,Route A,2304.0
TXN01778,2022-02-16,cosmetics,SKU89,98.56,70,167,17746.25,69,8,44,3,Carrier B,4.1,Supplier 1,Kolkata,8,335,9,43.78,Pass,1.0212,Rail,Route B,2106.72
TXN04968,2022-02-16,haircare,SKU51,25.25,54,76,1879.05,51,51,66,5,Carrier B,1.37,Supplier 5,Bangalore,49,513,45,14.72,Pending,3.2548,Road,Route A,1061.94
TXN06186,2022-02-16,haircare,SKU78,5.95,56,203,1173.91,70,31,50,4,Carrier B,0.26,Supplier 5,Mumbai,31,552,32,67.12,Fail,7.6788,Sea,Route C,3369.0
TXN07256,2022-02-16,skincare,SKU20,99.73,85,136,12354.8,94,5,25,4,Carrier B,4.61,Supplier 1,Chennai,5,328,4,68.77,Pending,3.5661,Air,Route B,1834.5
TXN02816,2022-02-16,skincare,SKU41,105.57,57,307,34820.78,74,6,61,4,Carrier B,4.07,Supplier 4,Chennai,7,648,9,99.43,Pass,0.0939,Sea,Route A,6313.5
TXN08510,2022-02-16,cosmetics,SKU27,95.18,72,230,23380.07,96,5,11,2,Carrier A,7.22,Supplier 5,Mumbai,5,581,6,11.28,Fail,5.2048,Sea,Route B,203.5
TXN05267,2022-02-16,haircare,SKU43,11.53,45,157,1737.16,60,32,74,3,Carrier C,0.55,Supplier 5,Mumbai,33,560,42,28.58,Pass,0.716,Air,Route A,2155.62
TXN09898,2022-02-17,haircare,SKU25,37.86,69,130,4298.99,66,32,53,1,Carrier A,1.99,Supplier 4,Kolkata,35,420,31,80.88,Fail,7.1314,Road,Route B,4392.11
TXN04177,2022-02-17,skincare,SKU31,49.24,38,200,11268.16,39,8,67,2,Carrier A,3.11,Supplier 3,Chennai,8,401,9,61.13,Fail,4.0946,Rail,Route C,4304.08
TXN09765,2022-02-17,skincare,SKU39,19.7,42,31,604.63,56,6,77,2,Carrier A,1.39,Supplier 2,Kolkata,7,480,6,8.58,Pass,1.9442,Air,Route B,767.69
TXN07474,2022-02-17,cosmetics,SKU17,81.09,67,174,12082.08,74,9,58,2,Carrier A,5.99,Supplier 1,Chennai,10,623,14,51.59,Pass,0.083,Air,Route C,3339.64
TXN00209,2022-02-17,haircare,SKU18,36.94,88,22,780.61,84,17,87,3,Carrier B,1.84,Supplier 2,Kolkata,17,628,17,26.8,Pending,2.1037,Sea,Route A,2491.68
TXN09909,2022-02-17,skincare,SKU40,75.38,64,190,12528.8,73,1,81,3,Carrier B,2.71,Supplier 1,Kolkata,1,621,1,89.03,Pending,3.5899,Road,Route A,7430.94
TXN07164,2022-02-17,cosmetics,SKU29,64.8,86,209,14552.34,85,3,66,5,Carrier B,3.39,Supplier 1,Kolkata,4,212,4,36.91,Pending,2.8927,Road,Route B,2659.8
TXN07449,2022-02-17,haircare,SKU55,73.6,85,110,7144.74,84,5,31,3,Carrier C,4.36,Supplier 2,Delhi,6,549,4,27.6,Pending,3.8028,Sea,Route B,990.76
TXN01373,2022-02-17,cosmetics,SKU28,2.4,63,105,280.07,88,5,73,3,Carrier C,0.15,Supplier 1,Mumbai,5,760,5,58.04,Pass,0.6773,Air,Route A,4247.87
TXN08056,2022-02-17,cosmetics,SKU33,69.53,73,134,8396.69,84,30,27,4,Carrier C,2.4,Supplier 5,Chennai,29,504,33,25.56,Fail,6.6738,Sea,Route A,754.92
TXN01275,2022-02-17,haircare,SKU97,3.66,39,159,596.01,48,20,71,3,Carrier B,0.18,Supplier 4,Mumbai,19,623,15,66.65,Fail,4.1173,Road,Route A,4744.93
TXN01087,2022-02-17,skincare,SKU60,17.92,43,249,4004.35,61,31,39,2,Carrier A,0.82,Supplier 4,Mumbai,35,662,27,90.94,Pending,3.1005,Rail,Route A,3578.64
TXN01785,2022-02-17,skincare,SKU13,15.96,68,86,1304.2,96,12,86,2,Carrier A,0.74,Supplier 5,Bangalore,13,562,14,97.92,Pending,3.0752,Road,Route B,8484.76
TXN02132,2022-02-18,cosmetics,SKU71,5.98,42,197,1260.11,44,11,43,3,Carrier C,0.4,Supplier 2,Bangalore,12,492,9,31.98,Pass,1.4926,Road,Route A,1392.34
TXN02950,2022-02-18,skincare,SKU47,97.67,62,319,32594.0,78,14,42,2,Carrier A,4.77,Supplier 1,Kolkata,14,232,14,21.3,Pass,0.2559,Rail,Route A,1094.94
TXN03170,2022-02-18,skincare,SKU36,10.05,50,190,1915.21,70,25,68,1,Carrier A,0.42,Supplier 2,Delhi,24,459,21,45.49,Fail,5.7071,Air,Route C,3121.88
TXN00703,2022-02-18,cosmetics,SKU38,51.32,56,208,11315.64,61,17,40,3,Carrier B,2.57,Supplier 5,Mumbai,19,542,17,6.44,Pass,1.1086,Air,Route B,360.4
TXN03447,2022-02-18,haircare,SKU26,97.97,71,59,5075.4,89,3,53,3,Carrier C,4.65,Supplier 2,Bangalore,3,449,4,16.23,Pass,1.0718,Rail,Route A,1106.64
TXN03896,2022-02-18,skincare,SKU56,20.06,57,193,3348.28,71,27,94,2,Carrier C,0.97,Supplier 1,Mumbai,26,615,21,13.43,Pass,0.9985,Air,Route B,1353.6
TXN06582,2022-02-18,cosmetics,SKU91,65.6,100,130,9017.56,94,46,53,2,Carrier C,3.96,Supplier 4,Delhi,46,357,39,43.11,Pass,1.2267,Rail,Route B,2494.71
TXN00734,2022-02-18,skincare,SKU36,10.48,73,89,992.33,103,14,24,1,Carrier A,0.64,Supplier 2,Delhi,16,158,18,48.44,Fail,5.6634,Air,Route C,1177.92
TXN06032,2022-02-18,cosmetics,SKU35,82.36,42,134,9769.99,49,1,51,2,Carrier A,3.71,Supplier 1,Delhi,1,694,1,54.87,Pass,0.5282,Sea,Route C,2987.58
TXN04752,2022-02-18,skincare,SKU3,64.09,95,162,9849.07,95,34,38,4,Carrier B,3.44,Supplier 5,Kolkata,35,411,29,33.14,Fail,10.0362,Rail,Route A,1390.04
TXN06175,2022-02-18,haircare,SKU68,38.32,57,171,6452.73,67,22,69,5,Carrier B,1.63,Supplier 2,Bangalore,21,793,19,89.04,Pass,1.0165,Rail,Route A,6256.23
TXN01828,2022-02-18,cosmetics,SKU88,72.71,82,88,5692.31,104,9,48,2,Carrier C,4.18,Supplier 2,Mumbai,10,530,11,72.86,Pass,0.8781,Sea,Route A,3697.92
TXN07352,2022-02-18,cosmetics,SKU7,42.61,45,168,7322.25,63,1,43,2,Carrier A,2.37,Supplier 4,Bangalore,1,314,1,98.44,Pass,0.8757,Road,Route C,4334.83
TXN08229,2022-02-18,cosmetics,SKU96,23.24,71,150,3742.84,80,31,82,2,Carrier A,1.32,Supplier 3,Mumbai,33,373,30,16.72,Fail,4.496,Road,Route A,1479.28
TXN07971,2022-02-18,skincare,SKU42,46.31,43,167,6953.75,55,10,32,3,Carrier B,1.71,Supplier 5,Bangalore,10,1,12,95.36,Fail,7.8049,Road,Route A,3106.24
TXN07592,2022-02-18,haircare,SKU74,3.19,37,126,430.97,52,14,1,2,Carrier A,0.14,Supplier 4,Delhi,14,416,10,81.77,Pass,0.7091,Rail,Route A,81.91
TXN09357,2022-02-18,skincare,SKU67,94.64,80,32,3210.06,103,7,28,2,Carrier C,3.23,Supplier 1,Mumbai,8,590,8,7.76,Pass,0.0805,Sea,Route C,307.72
TXN01790,2022-02-19,skincare,SKU67,81.58,57,87,7922.49,60,9,67,3,Carrier C,5.54,Supplier 1,Mumbai,9,1077,9,7.76,Pass,0.1381,Sea,Route C,891.1
TXN03901,2022-02-19,haircare,SKU76,73.45,100,182,15234.61,109,26,60,3,Carrier B,3.02,Supplier 2,Bangalore,25,234,26,66.3,Pending,3.1507,Rail,Route A,4159.2
TXN06174,2022-02-19,skincare,SKU40,75.71,23,140,10770.79,28,1,61,2,Carrier C,4.76,Supplier 1,Kolkata,1,776,1,89.43,Pending,2.5365,Road,Route A,5745.59
TXN01690,2022-02-19,haircare,SKU83,70.49,73,112,7675.52,69,4,77,4,Carrier B,2.45,Supplier 1,Bangalore,4,680,3,104.67,Pass,0.4219,Road,Route A,8248.24
TXN08503,2022-02-19,cosmetics,SKU96,25.77,62,179,4314.91,77,31,74,3,Carrier B,1.4,Supplier 3,Mumbai,29,1,32,18.11,Fail,6.7144,Road,Route A,1443.74
TXN07546,2022-02-19,skincare,SKU42,48.25,28,153,6914.43,32,8,56,3,Carrier B,1.92,Supplier 5,Bangalore,9,168,10,103.13,Fail,9.8329,Road,Route A,5882.8
TXN00835,2022-02-19,haircare,SKU74,3.2,77,23,73.07,87,11,89,2,Carrier A,0.23,Supplier 4,Delhi,11,418,10,87.16,Pass,0.4581,Rail,Route A,7777.71
TXN03345,2022-02-19,skincare,SKU16,7.71,55,245,1829.46,79,21,54,4,Carrier B,0.44,Supplier 1,Bangalore,20,766,17,76.77,Pass,0.8481,Air,Route A,4169.34
TXN06659,2022-02-19,haircare,SKU68,39.9,43,215,9395.88,51,18,49,3,Carrier C,1.77,Supplier 2,Bangalore,19,366,15,92.08,Pending,2.2078,Rail,Route A,4598.65
TXN05276,2022-02-20,cosmetics,SKU8,64.16,56,65,4533.67,74,10,68,3,Carrier C,2.98,Supplier 4,Mumbai,10,497,10,10.62,Fail,4.7198,Sea,Route B,924.8
TXN07124,2022-02-20,skincare,SKU10,15.47,100,249,4305.61,97,5,81,3,Carrier B,0.66,Supplier 5,Kolkata,6,773,8,89.9,Fail,4.4404,Road,Route B,7335.36
TXN02495,2022-02-20,cosmetics,SKU71,6.82,43,120,838.73,44,12,73,5,Carrier B,0.34,Supplier 2,Bangalore,12,410,11,29.05,Pending,2.6996,Road,Route A,2145.47
TXN08913,2022-02-20,skincare,SKU41,101.65,88,98,9533.14,92,8,111,3,Carrier B,4.12,Supplier 4,Chennai,9,684,10,97.64,Pass,0.0883,Sea,Route A,11295.36
TXN00456,2022-02-20,cosmetics,SKU72,90.67,40,91,7458.01,43,7,60,3,Carrier C,5.47,Supplier 1,Bangalore,7,618,7,55.22,Pass,1.5584,Rail,Route B,3641.4
TXN02500,2022-02-20,skincare,SKU42,43.85,61,188,7409.66,64,9,71,4,Carrier B,1.47,Supplier 5,Bangalore,9,484,10,92.17,Fail,8.9667,Road,Route A,6648.44
TXN08166,2022-02-20,cosmetics,SKU62,67.79,82,24,1842.7,84,14,87,4,Carrier B,3.64,Supplier 2,Mumbai,14,330,12,20.53,Pending,2.4066,Sea,Route C,2102.79
TXN08395,2022-02-20,haircare,SKU2,10.93,71,271,2656.62,77,18,67,3,Carrier C,0.48,Supplier 1,Mumbai,18,591,20,30.96,Pending,2.1208,Air,Route C,2106.48
TXN05586,2022-02-20,skincare,SKU31,53.92,64,267,14055.99,71,7,49,4,Carrier C,3.26,Supplier 3,Chennai,8,361,7,64.87,Pending,3.0357,Rail,Route C,3338.37
TXN07007,2022-02-20,cosmetics,SKU44,52.1,74,210,11572.53,77,21,123,4,Carrier B,2.6,Supplier 2,Delhi,21,817,17,24.73,Fail,4.1761,Rail,Route A,3361.59
TXN08499,2022-02-20,haircare,SKU76,65.76,44,258,16977.25,57,28,69,4,Carrier C,2.72,Supplier 2,Bangalore,26,682,26,67.67,Pending,3.0599,Rail,Route A,4856.91
TXN05966,2022-02-20,haircare,SKU25,37.01,94,222,9365.29,110,32,59,1,Carrier A,2.84,Supplier 4,Kolkata,36,373,31,83.63,Pending,3.987,Road,Route B,5101.73
TXN02209,2022-02-20,haircare,SKU2,11.72,58,118,1525.76,55,19,51,4,Carrier B,0.47,Supplier 1,Mumbai,20,698,24,31.2,Pass,1.8563,Air,Route C,1615.17
TXN00576,2022-02-20,skincare,SKU20,89.56,61,90,8568.04,67,4,47,3,Carrier C,4.28,Supplier 1,Chennai,5,592,4,60.46,Pending,2.1414,Air,Route B,3042.78
TXN06366,2022-02-21,cosmetics,SKU29,59.39,86,148,8424.42,96,4,62,4,Carrier B,2.68,Supplier 1,Kolkata,4,526,4,41.46,Pending,2.6052,Road,Route B,2736.68
TXN08995,2022-02-21,cosmetics,SKU96,23.49,87,152,3095.76,95,39,67,2,Carrier C,0.89,Supplier 3,Mumbai,38,853,34,17.37,Fail,5.5946,Road,Route A,1223.42
TXN09389,2022-02-21,haircare,SKU61,54.91,39,231,13149.7,44,18,80,3,Carrier C,2.97,Supplier 4,Kolkata,19,607,13,79.12,Fail,8.6837,Air,Route A,6567.2
TXN09661,2022-02-21,cosmetics,SKU38,56.04,99,134,6913.31,110,16,72,4,Carrier B,1.96,Supplier 5,Mumbai,16,616,19,6.14,Pass,1.7287,Air,Route B,583.2
TXN08595,2022-02-21,haircare,SKU5,1.79,84,45,91.96,108,18,45,4,Carrier C,0.08,Supplier 4,Bangalore,20,590,22,60.8,Pending,2.3187,Road,Route A,2739.6
TXN04808,2022-02-21,skincare,SKU13,16.69,64,352,5156.83,60,19,99,2,Carrier C,1.02,Supplier 5,Bangalore,18,418,15,104.64,Fail,4.3509,Road,Route B,10460.34
TXN08489,2022-02-21,haircare,SKU97,3.51,74,194,692.25,90,19,20,3,Carrier C,0.21,Supplier 4,Mumbai,19,467,14,70.87,Fail,6.7339,Road,Route A,1421.6
TXN09953,2022-02-21,cosmetics,SKU23,4.35,80,1,3.87,83,54,56,1,Carrier A,0.2,Supplier 5,Kolkata,58,488,41,93.83,Pass,1.9663,Rail,Route A,5265.68
TXN08462,2022-02-21,cosmetics,SKU35,86.35,82,177,15333.95,104,1,80,4,Carrier C,5.44,Supplier 1,Delhi,1,33,1,61.83,Pass,0.496,Sea,Route C,5381.6
TXN00826,2022-02-21,haircare,SKU18,39.3,73,102,3701.71,94,18,63,4,Carrier B,1.44,Supplier 2,Kolkata,18,279,16,26.28,Pending,2.6371,Sea,Route A,1746.36
TXN02591,2022-02-21,skincare,SKU69,55.16,65,44,2697.24,92,9,7,2,Carrier A,2.34,Supplier 4,Kolkata,10,705,8,76.43,Pending,2.7205,Air,Route A,551.39
TXN01590,2022-02-21,skincare,SKU4,4.99,69,220,1174.27,94,2,43,2,Carrier A,0.37,Supplier 1,Delhi,2,583,2,84.78,Pending,2.1525,Air,Route A,3661.45
TXN03458,2022-02-21,skincare,SKU13,15.32,71,97,1317.7,86,14,51,3,Carrier C,0.91,Supplier 5,Bangalore,15,574,16,96.31,Fail,4.1089,Road,Route B,4958.22
TXN00869,2022-02-22,cosmetics,SKU29,61.72,57,45,2611.94,74,5,78,4,Carrier C,4.07,Supplier 1,Kolkata,6,691,5,36.86,Pass,1.9627,Road,Route B,3192.54
TXN09828,2022-02-22,skincare,SKU90,14.83,64,202,2979.72,65,9,39,2,Carrier A,0.87,Supplier 3,Bangalore,9,711,7,84.42,Pending,2.1611,Rail,Route B,3326.31
TXN01024,2022-02-22,cosmetics,SKU92,50.41,53,142,7560.06,60,28,65,5,Carrier B,2.03,Supplier 2,Mumbai,29,230,32,56.88,Pass,0.1861,Rail,Route B,3829.15
TXN02481,2022-02-22,skincare,SKU98,18.31,61,255,4382.21,57,16,60,3,Carrier C,0.93,Supplier 5,Chennai,15,560,15,5.75,Fail,6.7332,Rail,Route A,400.8
TXN00842,2022-02-22,haircare,SKU5,1.7,39,229,415.18,52,25,56,1,Carrier A,0.08,Supplier 4,Bangalore,26,533,22,53.18,Fail,4.8437,Road,Route A,2982.56
TXN04319,2022-02-22,haircare,SKU54,31.54,61,73,2149.26,75,21,62,3,Carrier C,1.13,Supplier 1,Kolkata,20,668,20,30.23,Pass,1.9172,Road,Route B,1944.32
TXN01847,2022-02-22,skincare,SKU41,96.56,100,324,28546.57,117,7,76,2,Carrier C,5.35,Supplier 4,Chennai,8,160,7,94.24,Pass,0.0351,Sea,Route A,7568.84
TXN09848,2022-02-22,cosmetics,SKU91,63.41,89,180,12198.1,85,36,38,3,Carrier C,2.85,Supplier 4,Delhi,39,575,36,36.74,Pass,0.9107,Rail,Route B,1504.42
TXN00552,2022-02-22,cosmetics,SKU96,25.82,59,71,1941.14,76,34,42,2,Carrier A,1.79,Supplier 3,Mumbai,37,480,31,17.74,Fail,5.7819,Road,Route A,820.26
TXN06966,2022-02-22,skincare,SKU82,16.74,77,106,1682.8,100,26,113,4,Carrier B,0.57,Supplier 2,Mumbai,27,431,22,4.64,Fail,4.1887,Road,Route C,588.73
TXN04114,2022-02-23,cosmetics,SKU89,98.67,84,62,6314.2,103,9,38,3,Carrier C,4.95,Supplier 1,Kolkata,10,715,7,44.56,Pass,0.7051,Rail,Route B,1881.38
TXN02715,2022-02-23,cosmetics,SKU96,23.79,60,172,3740.58,66,40,65,3,Carrier B,1.41,Supplier 3,Mumbai,39,341,30,17.18,Fail,4.3519,Road,Route A,1208.35
TXN06177,2022-02-23,haircare,SKU45,32.11,48,131,4526.65,61,24,23,3,Carrier C,1.47,Supplier 2,Chennai,24,543,23,65.83,Pending,3.6797,Rail,Route A,1547.9
TXN06480,2022-02-23,haircare,SKU2,11.62,48,149,1546.79,54,21,68,5,Carrier B,0.54,Supplier 1,Mumbai,23,357,24,29.37,Pending,2.7503,Air,Route C,2033.88
TXN03900,2022-02-23,skincare,SKU39,17.83,84,48,926.39,84,4,73,1,Carrier A,1.34,Supplier 2,Kolkata,5,556,5,9.08,Pass,1.0929,Air,Route B,760.66
TXN00260,2022-02-23,haircare,SKU95,84.02,63,165,14526.68,65,28,71,3,Carrier C,3.7,Supplier 4,Mumbai,30,269,32,55.08,Pass,1.2186,Air,Route A,4173.38
TXN00643,2022-02-23,skincare,SKU86,19.86,91,90,1605.04,106,12,75,2,Carrier C,1.0,Supplier 1,Mumbai,12,521,15,67.74,Pass,1.1676,Rail,Route A,5155.5
TXN04324,2022-02-23,haircare,SKU5,1.62,47,157,236.54,53,17,60,3,Carrier B,0.09,Supplier 4,Bangalore,19,323,21,60.25,Fail,6.0829,Road,Route A,3620.4
TXN09970,2022-02-23,skincare,SKU60,16.81,52,76,1173.11,64,27,70,3,Carrier C,1.03,Supplier 4,Mumbai,29,728,31,87.59,Fail,6.214,Rail,Route A,6203.4
TXN01284,2022-02-23,haircare,SKU83,67.47,60,197,11639.94,73,3,16,3,Carrier B,3.49,Supplier 1,Bangalore,4,64,4,105.62,Pass,0.5486,Road,Route A,1745.76
TXN03252,2022-02-23,cosmetics,SKU88,74.79,54,296,22505.12,52,9,126,4,Carrier B,3.83,Supplier 2,Mumbai,9,365,10,67.46,Pass,0.3618,Sea,Route A,8982.54
TXN03295,2022-02-23,cosmetics,SKU71,6.64,75,298,1818.86,77,9,32,5,Carrier B,0.3,Supplier 2,Bangalore,9,360,9,28.09,Pass,1.1184,Road,Route A,908.48
TXN05033,2022-02-23,haircare,SKU70,46.28,95,154,7124.99,114,12,44,2,Carrier A,2.57,Supplier 1,Bangalore,12,371,11,11.31,Pass,1.9104,Road,Route C,610.72
TXN06331,2022-02-23,skincare,SKU40,75.23,48,166,12902.37,62,1,65,5,Carrier B,4.35,Supplier 1,Kolkata,1,559,1,93.73,Pending,2.2648,Road,Route A,6375.2
TXN00517,2022-02-23,haircare,SKU22,29.44,100,1,25.3,103,40,6,2,Carrier A,1.71,Supplier 4,Kolkata,45,470,38,47.47,Pending,3.6105,Rail,Route C,295.08
TXN05077,2022-02-23,haircare,SKU55,79.74,68,163,14105.08,69,5,55,2,Carrier C,3.77,Supplier 2,Delhi,5,438,5,29.53,Pending,2.2952,Sea,Route B,1831.5
TXN09356,2022-02-23,cosmetics,SKU7,42.45,62,66,2550.04,60,1,63,2,Carrier A,3.02,Supplier 4,Bangalore,1,744,1,99.61,Pass,0.7713,Road,Route C,6465.69
TXN02851,2022-02-23,skincare,SKU13,15.8,67,149,2238.54,83,12,104,3,Carrier C,0.86,Supplier 5,Bangalore,12,893,14,105.44,Pending,2.5328,Road,Route B,11055.2
TXN03695,2022-02-23,cosmetics,SKU7,42.56,40,21,951.16,58,1,28,2,Carrier C,1.95,Supplier 4,Bangalore,1,760,1,93.97,Pass,0.694,Road,Route C,2685.76
TXN06552,2022-02-24,skincare,SKU20,93.64,58,79,6788.16,83,5,53,3,Carrier B,3.37,Supplier 1,Chennai,5,455,4,66.39,Pending,2.0173,Air,Route B,3697.28
TXN09833,2022-02-24,skincare,SKU64,86.12,63,141,12626.05,59,3,84,2,Carrier A,4.29,Supplier 1,Delhi,3,242,4,9.21,Pass,0.1117,Air,Route C,1134.0
TXN08191,2022-02-24,cosmetics,SKU44,52.16,34,260,12345.71,43,19,61,3,Carrier B,2.33,Supplier 2,Delhi,20,615,16,22.81,Pass,1.7686,Rail,Route A,1533.54
